Teruel;Maicas;1;0;2;0
Vizcaya;Amoroto;37;34;9;10
Zamora;San Martín de Valderaduey;3;5;2;2
Zaragoza;Contamina;1;6;2;3
Zaragoza;Luesma;1;2;1;0
Zaragoza;Pozuel de Ariza;0;0;2;1
Zaragoza;Purujosa;2;2;3;1
Zaragoza;Sigüés;13;11;7;2
Albacete;Villa de Ves;2;5;2;4
Ávila;Hoyos del Collado;6;0;3;0
Ávila;Moraleja de Matacabras;2;5;1;2
Burgos;Bascuñana;0;0;1;1
Burgos;Tamarón;0;0;0;1
Burgos;Terradillos de Esgueva;1;13;0;0
Burgos;Zarzosa de Río Pisuerga;0;1;4;1
Cáceres;Cabrero;26;30;6;22
Castellón/Castelló;Villores;6;5;4;0
Cuenca;Cueva del Hierro;1;0;4;1
Guadalajara;Angón;2;3;0;0
Guadalajara;Bustares;7;7;0;4
Guadalajara;Castilnuevo;1;0;1;1
Guadalajara;Embid;2;3;1;3
Guadalajara;Mirabueno;12;12;7;6
Guadalajara;Monasterio;2;2;1;0
Guadalajara;Navas de Jadraque (Las);1;0;1;1
Guadalajara;Quer;4;3;2;3
Guadalajara;Terzaga;0;1;1;2
Guadalajara;Torremocha de Jadraque;0;0;2;1
Guadalajara;Valverde de los Arroyos;10;7;5;3
Lleida;Fulleda;4;8;5;5
Lleida;Gósol;5;9;4;2
Lleida;Tiurana;4;1;2;0
Rioja (La);Bezares;4;0;2;0
Rioja (La);Cabezón de Cameros;1;0;1;1
Rioja (La);Nestares;6;1;3;3
Rioja (La);Pazuengos;5;3;3;0
Rioja (La);Pinillos;3;3;2;0
Rioja (La);San Millán de Yécora;2;3;2;0
Rioja (La);Zarzosa;2;1;0;1
Navarra;Sorlada;1;4;1;3
Salamanca;Martinamor;1;7;3;1
Segovia;Roda de Eresma;10;9;1;3
Soria;Aldealices;0;2;1;0
Soria;Beratón;4;2;3;1
Soria;Hinojosa del Campo;3;2;1;2
Soria;Portillo de Soria;0;1;1;1
Soria;Villar del Campo;3;4;0;2
Teruel;Alpeñés;1;0;1;0
Teruel;Bea;3;4;1;2
Teruel;Cañada de Benatanduz;4;4;2;0
Teruel;Jorcas;2;2;2;2
Teruel;Lanzuela;1;2;0;2
Teruel;Moscardón;4;1;2;1
Teruel;Salcedillo;0;0;0;1
Teruel;Tormón;0;3;0;0
Valladolid;Aguasal;3;1;1;0
Valladolid;Almenara de Adaja;2;0;1;2
Zamora;Santa Clara de Avedillo;9;16;5;9
Zaragoza;Berrueco;5;3;1;2
Zaragoza;Calmarza;10;3;3;0
Albacete;Golosalvo;4;4;3;0
Barcelona;Sant Jaume de Frontanyà;0;2;2;2
Burgos;Altable;4;1;2;0
Burgos;Gallega (La);3;9;0;4
Burgos;Haza;2;2;3;2
Burgos;Pinilla de los Moros;3;2;1;2
Burgos;Riocavado de la Sierra;5;7;0;4
Burgos;Santa María del Invierno;5;0;1;1
Burgos;Sordillos;0;4;2;0
Castellón/Castelló;Villamalur;10;7;2;5
Cuenca;Mota de Altarejos;2;3;1;1
Girona;Rabós;3;1;0;5
Guadalajara;Bañuelos;4;1;1;1
Guadalajara;Caspueñas;6;1;0;0
Guadalajara;Majaelrayo;2;5;1;1
Guadalajara;Medranda;2;3;2;2
Guadalajara;Prádena de Atienza;4;2;0;0
Guadalajara;Puebla de Valles;3;0;3;3
Guadalajara;Rebollosa de Jadraque;4;2;1;2
Guadalajara;Romanillos de Atienza;5;5;2;2
Guadalajara;Santiuste;2;2;1;1
Guadalajara;Valdesotos;3;3;0;1
Guadalajara;Semillas;1;2;1;2
Huesca;Loscorrales;3;2;4;4
Huesca;Tierz;10;5;8;1
Huesca;Valle de Bardají;1;6;1;3
Lleida;Vilanova de Segrià;60;22;15;38
Rioja (La);Rabanera;1;3;2;2
Rioja (La);Rasillo de Cameros (El);2;1;7;1
Navarra;Arellano;14;14;2;7
Navarra;Bidaurreta;5;7;0;4
Palencia;Alba de Cerrato;5;11;4;0
Palencia;Amayuelas de Arriba;6;0;0;0
Palencia;Brañosera;1;16;11;13
Palencia;Lomas;3;4;2;2
Salamanca;Moriscos;15;7;7;4
Salamanca;Sierpe (La);4;1;3;0
Segovia;Donhierro;7;3;5;2
Segovia;Perosillo;0;0;1;0
Soria;Escobosa de Almazán;5;3;1;1
Soria;Narros;0;5;3;3
Soria;Riba de Escalote (La);2;2;1;2
Soria;Villar del Ala;5;6;3;2
Soria;Vizmanos;0;3;2;1
Tarragona;Figuerola del Camp;13;3;8;4
Teruel;Alcaine;4;1;1;4
Teruel;Almohaja;2;0;2;0
Teruel;Cerollera (La);4;8;5;2
Teruel;Monforte de Moyuela;4;5;2;0
Teruel;Peracense;9;6;1;2
Valladolid;Villalba de la Loma;3;1;3;1
Zaragoza;Aldehuela de Liestos;2;1;1;2
Zaragoza;Balconchán;2;0;2;0
Zaragoza;Nombrevilla;6;1;0;0
Zaragoza;Retascón;9;6;4;2
Ávila;Pascualcobo;2;0;4;0
Burgos;Cantabrana;3;2;1;2
Burgos;Ciadoncha;4;7;5;2
Burgos;Cubillo del Campo;4;0;3;2
Burgos;Quintanilla del Coco;6;10;6;5
Burgos;Villaquirán de la Puebla;4;2;3;0
Castellón/Castelló;Vallat;0;0;3;3
Cuenca;Paracuellos;4;3;0;8
Cuenca;Piqueras del Castillo;2;1;3;3
Girona;Susqueda;10;3;3;1
Guadalajara;Irueste;0;2;3;3
Guadalajara;Olmeda de Cobeta;5;5;1;5
Guadalajara;Traíd;1;2;0;2
Guadalajara;Yélamos de Abajo;6;5;6;5
Huesca;Alfántega;4;4;1;5
Huesca;Castigaleu;2;6;3;0
Huesca;Gistaín;12;6;2;6
Huesca;Pertusa;17;13;1;6
Lleida;Prullans;7;3;1;10
Rioja (La);Hormilleja;17;15;7;2
Rioja (La);Villalobar de Rioja;11;2;0;3
Navarra;Esparza de Salazar;9;6;6;1
Navarra;Leoz;2;20;5;1
Navarra;Lerga;3;4;3;0
Navarra;Orbara;0;0;0;3
Navarra;Piedramillera;1;6;3;2
Salamanca;Tala (La);9;8;7;1
Segovia;Aldehuela del Codonal;2;3;3;0
Segovia;Aldeonte;0;9;1;2
Segovia;Ortigosa de Pestaño;0;5;2;0
Segovia;Santo Domingo de Pirón;4;1;2;4
Segovia;Valdeprados;5;0;2;4
Tarragona;Febró (La);7;5;0;2
Valladolid;Mudarra (La);15;9;11;3
Valladolid;San Salvador;0;2;0;2
Zamora;Salce;1;0;5;1
Zaragoza;Cabolafuente;5;0;5;3
Zaragoza;Lechón;6;0;4;2
Ávila;Martínez;19;10;4;11
Ávila;Rivilla de Barajas;1;1;3;0
Ávila;San Miguel de Corneja;3;2;3;1
Ávila;Sigeres;2;5;3;3
Badajoz;Casas de Reina;15;26;3;1
Burgos;Ameyugo;0;7;0;1
Burgos;Encío;2;5;2;0
Burgos;Úrbel del Castillo;2;4;6;4
Cuenca;Altarejos;7;15;13;11
Cuenca;Valdeolivas;13;2;14;6
Guadalajara;Centenera;8;5;1;0
Guadalajara;Hortezuela de Océn;7;4;0;3
Guadalajara;Ordial (El);3;0;1;3
Guadalajara;Tendilla;25;3;2;1
Huesca;Poleñino;9;18;5;10
Huesca;Vicién;5;0;3;0
Lleida;Torms (Els);6;18;5;1
Salamanca;Anaya de Alba;24;19;13;6
Soria;Adradas;1;1;0;3
Valladolid;Villagómez la Nueva;8;5;2;5
Zamora;Villalpando;105;24;45;51
Zaragoza;Mezalocha;13;14;15;10
Ávila;Serrada (La);6;14;1;8
Burgos;Fresneña;4;12;3;5
Cuenca;Graja de Campalbo;4;12;2;7
Cuenca;Uña;8;1;6;5
Guipúzcoa;Altzaga;10;2;3;5
Lleida;Llimiana;0;7;0;5
Rioja (La);Ochánduri;3;4;3;3
Palencia;Meneses de Campos;4;2;2;8
Palencia;Villanueva del Rebollar;6;3;4;0
Salamanca;Espino de la Orbada;3;36;12;1
Segovia;Caballar;0;1;1;4
Segovia;Moral de Hornuez;5;3;0;2
Tarragona;Bonastre;26;23;14;9
Tarragona;Figuera (La);8;5;3;4
Teruel;Báguena;38;37;6;11
Valencia/València;Beniatjar;11;12;4;4
Valladolid;Canillas de Esgueva;10;4;2;3
Zamora;Guarrate;37;26;5;14
Zamora;Valdefinjas;7;2;0;0
Albacete;Masegoso;17;14;9;5
Barcelona;Muntanyola;11;28;15;4
Castellón/Castelló;Aín;2;4;0;9
Huesca;Puebla de Castro (La);24;33;8;16
León;Villabraz;15;3;2;2
Salamanca;Navarredonda de la Rinconada;28;0;14;5
Salamanca;Zarza de Pumareda (La);6;0;11;1
Segovia;Anaya;1;13;2;7
Segovia;Prádena;18;26;5;17
Teruel;Torralba de los Sisones;17;2;10;4
Valencia/València;Bellús;23;18;4;8
Valladolid;Castrillo-Tejeriego;13;6;15;5
Zamora;Villárdiga;8;11;0;5
Zaragoza;Castejón de las Armas;11;4;5;2
Cáceres;Torno (El);72;46;41;11
Cuenca;Huerta de la Obispalía;4;4;7;2
Rioja (La);Soto en Cameros;6;12;1;3
Palencia;San Cebrián de Campos;49;3;14;10
Segovia;Fuente el Olmo de Fuentidueña;1;6;2;0
Tarragona;Masllorenç;23;36;14;4
Valladolid;Cervillego de la Cruz;5;9;7;1
León;Cebanico;21;8;8;4
León;Corbillos de los Oteros;24;3;0;2
Lleida;Vilamòs;8;1;6;5
Salamanca;Fresno Alhándiga;13;8;17;4
Segovia;Casla;17;3;6;8
Tarragona;Barberà de la Conca;41;10;2;11
Cáceres;Granja (La);42;3;14;11
Rioja (La);Redal (El);14;1;1;6
Salamanca;Ejeme;6;14;0;10
Zamora;Aspariegos;24;14;12;0
Zaragoza;Mainar;8;8;6;7
Ávila;Villanueva de Ávila;9;33;10;3
Burgos;Villasandino;13;14;10;3
Guadalajara;Loranca de Tajuña;11;10;16;9
Salamanca;Encina (La);4;2;3;7
Teruel;Rubielos de Mora;40;20;21;27
Valladolid;Villabáñez;6;35;7;6
Toledo;Pelahustán;21;11;16;6
Valencia/València;Teresa de Cofrentes;59;65;21;16
Valladolid;Villardefrades;23;1;9;10
Zamora;Granja de Moreruela;34;2;13;14
Badajoz;Aljucén;16;0;11;0
Lleida;Espot;32;4;6;9
Navarra;Miranda de Arga;11;24;33;42
Girona;Vila-sacra;0;37;1;17
Sevilla;Lora de Estepa;25;7;9;25
Valladolid;Geria;36;5;22;18
Cuenca;Villarejo-Periesteban;16;9;15;26
Palencia;Villaluenga de la Vega;41;51;23;5
Segovia;Pedraza;48;40;21;18
Girona;Riudarenes;27;82;62;20
Ciudad Real;Alamillo;62;48;18;19
Salamanca;Galinduste;28;41;29;14
Salamanca;Robleda;38;25;5;20
Burgos;Villalbilla de Burgos;18;1;3;23
Lleida;Organyà;3;13;46;34
Toledo;Mejorada;81;67;52;29
Cuenca;Villar de Olalla;28;71;20;11
Huelva;Zufre;64;64;15;29
Almería;Arboleas;114;59;47;28
Palencia;Velilla del Río Carrión;25;39;33;58
Valencia/València;Benaguasil;608;171;360;361
Ávila;Casasola;8;3;9;3
Ávila;San Esteban de los Patos;3;1;0;2
Burgos;Galbarros;2;3;1;2
Castellón/Castelló;Fuente la Reina;1;2;0;1
Cuenca;Algarra;4;3;0;0
Cuenca;Arrancacepas;0;2;1;0
Cuenca;Castillo-Albaráñez;0;3;0;0
Cuenca;Chumillas;4;1;1;1
Cuenca;Yémeda;3;2;2;2
Granada;Turón;37;16;11;16
Guadalajara;Anquela del Pedregal;3;2;2;0
Guadalajara;Baños de Tajo;0;0;2;1
Guadalajara;Copernal;2;0;1;2
Guadalajara;Durón;5;4;6;5
Guadalajara;Estriégana;1;0;0;0
Guadalajara;Pinilla de Molina;2;1;2;1
Guadalajara;Valtablado del Río;0;1;0;1
Huesca;Fago;5;3;3;0
León;Escobar de Campos;4;3;2;1
Lleida;Pont de Bar (El);9;10;2;4
Lleida;Bausen;4;1;2;2
Rioja (La);Navajún;2;1;2;0
Rioja (La);Terroba;2;0;2;0
Rioja (La);Valdemadera;0;1;1;0
Madrid;Pinilla del Valle;14;6;7;0
Madrid;Somosierra;4;2;5;3
Navarra;Echarri;3;2;3;1
Navarra;Espronceda;9;12;1;5
Palencia;Castil de Vela;6;12;3;5
Salamanca;Calzada de Béjar (La);4;9;5;2
Salamanca;Guijo de Ávila;11;8;6;6
Salamanca;Morille;3;0;0;8
Segovia;Aldealcorvo;3;2;2;0
Segovia;Calabazas de Fuentidueña;5;4;2;0
Segovia;Castroserracín;6;4;0;0
Segovia;Fuentesoto;18;7;5;6
Soria;Carrascosa de la Sierra;2;2;0;1
Soria;Cirujales del Río;3;4;2;1
Soria;Losilla (La);2;2;1;1
Soria;Ucero;8;0;0;0
Soria;Vozmediano;0;4;0;2
Teruel;Anadón;0;1;0;1
Teruel;Corbalán;1;4;5;1
Teruel;Nogueras;1;1;1;0
Teruel;Perales del Alfambra;1;23;4;12
Teruel;Torre de las Arcas;4;1;1;0
Teruel;Zoma (La);2;2;2;2
Toledo;Illán de Vacas;0;1;1;1
Valladolid;Ceinos de Campos;0;21;3;12
Valladolid;Roturas;1;1;2;1
Valladolid;Villafrades de Campos;8;3;1;7
Valladolid;Villanueva de la Condesa;2;4;0;0
Vizcaya;Arakaldo;6;5;1;3
Zaragoza;Cerveruela;2;0;1;1
Albacete;Herrera (La);7;31;16;0
Alicante/Alacant;Benimassot;3;1;1;3
Almería;Laroya;8;11;5;3
Ávila;Mironcillo;7;12;6;4
Ávila;Tormellas;8;5;6;4
Burgos;Cabezón de la Sierra;6;2;4;0
Burgos;Rezmondo;3;1;2;0
Burgos;Santa Cruz de la Salceda;16;9;3;2
Burgos;Sequera de Haza (La);3;2;1;2
Burgos;Vizcaínos;2;4;2;2
Castellón/Castelló;Herbés;7;10;4;4
Ciudad Real;Mestanza;41;47;16;43
Ciudad Real;Valdemanco del Esteras;14;21;2;2
Cuenca;Torrubia del Castillo;5;3;0;1
Guadalajara;Casas de San Galindo;1;2;1;2
Guadalajara;Cendejas de la Torre;0;1;1;0
Guadalajara;Gascueña de Bornova;3;4;1;3
Guadalajara;Peñalén;0;12;3;3
Guadalajara;Tordelrábano;0;1;0;1
Guadalajara;Torremochuela;2;0;0;0
Guadalajara;Valdarachas;1;3;1;1
Huelva;Cumbres de Enmedio;7;1;2;0
Huesca;Arguis;5;6;1;2
Rioja (La);Cellorigo;0;1;1;1
Rioja (La);Manjarrés;16;0;9;1
Rioja (La);Torre en Cameros;2;1;2;1
Rioja (La);Villarroya;0;0;1;0
Navarra;Castillonuevo;2;2;2;0
Navarra;Morentin;6;10;0;7
Navarra;Orreaga/Roncesvalles;2;3;1;1
Palencia;Pozo de Urama;0;2;3;3
Palencia;Villaconancio;9;8;1;4
Palencia;Villarmentero de Campos;1;1;1;1
Salamanca;Ahigal de Villarino;4;0;2;3
Salamanca;Hoya (La);4;1;1;0
Salamanca;Vallejera de Riofrío;5;4;1;3
Segovia;Duruelo;3;4;8;5
Segovia;Navares de las Cuevas;0;1;2;0
Soria;Aldealpozo;0;3;0;1
Soria;Aldehuelas (Las);14;9;2;1
Soria;Arévalo de la Sierra;4;3;3;0
Soria;Fuentecambrón;7;1;0;0
Soria;Gormaz;1;2;0;0
Soria;Valderrodilla;2;2;4;1
Tarragona;Senan;2;3;2;2
Teruel;Bádenas;0;0;1;2
Teruel;Castejón de Tornos;9;11;0;0
Teruel;Fuentes de Rubielos;2;7;1;2
Teruel;Monteagudo del Castillo;6;6;3;1
Valencia/València;Ayelo de Rugat;7;7;10;9
Zamora;Belver de los Montes;27;16;9;9
Zaragoza;Fombuena;2;0;1;0
Zaragoza;Navardún;7;6;2;2
Alicante/Alacant;Vall d'Alcalà (la);11;17;1;3
Almería;Benitagla;7;1;3;2
Ávila;Bohodón (El);8;5;2;10
Ávila;San Lorenzo de Tormes;1;1;3;2
Burgos;Rojas;4;7;3;0
Burgos;Rublacedo de Abajo;3;3;0;1
Burgos;San Adrián de Juarros;5;4;1;0
Burgos;Valles de Palenzuela;11;0;0;2
Burgos;Villanueva de Teba;2;0;2;1
Cáceres;Conquista de la Sierra;9;3;3;8
Castellón/Castelló;Higueras;3;3;1;2
Cuenca;Villar del Infantado;4;2;3;1
Granada;Cáñar;25;33;9;8
Guadalajara;Paredes de Sigüenza;3;5;3;2
Guadalajara;Riofrío del Llano;1;5;4;1
Guadalajara;Zarzuela de Jadraque;0;3;1;2
Huesca;Albalatillo;25;8;9;8
Huesca;Laluenga;24;25;8;11
Huesca;Santa Cruz de la Serós;6;12;8;1
Rioja (La);Hornillos de Cameros;0;3;1;0
Rioja (La);Muro en Cameros;0;0;2;2
Rioja (La);Zarratón;14;21;9;1
Palencia;Calahorra de Boedo;5;12;4;2
Palencia;Villodre;5;3;2;2
Salamanca;Espadaña;2;4;2;2
Salamanca;Mata de Ledesma (La);14;10;5;0
Salamanca;San Martín del Castañar;6;3;2;6
Salamanca;Valdunciel;7;0;2;0
Segovia;Cubillo;4;1;0;1
Soria;Carabantes;0;1;1;0
Soria;Castilfrío de la Sierra;1;2;2;2
Soria;Nafría de Ucero;2;1;2;3
Soria;Reznos;4;0;1;1
Soria;Rollamienta;4;3;2;2
Soria;Torreblacos;1;4;1;2
Soria;Velilla de los Ajos;2;3;3;2
Teruel;Bueña;12;3;4;4
Teruel;Ginebrosa (La);14;18;2;10
Teruel;Gúdar;3;1;0;2
Valladolid;Torre de Peñafiel;3;0;0;2
Valladolid;Villanueva de los Infantes;15;10;6;2
Zamora;Vidayanes;12;1;2;4
Zamora;Villadepera;9;5;1;3
Álava;Armiñón;0;9;7;1
Albacete;Montalvos;6;15;3;6
Alicante/Alacant;Daya Vieja;18;1;4;10
Ávila;Canales;1;5;3;2
Ávila;Navacepedilla de Corneja;14;8;7;4
Ávila;Navadijos;4;0;4;0
Ávila;San Pascual;7;2;1;0
Burgos;Aguilar de Bureba;2;3;3;2
Burgos;Bozoó;1;5;4;1
Burgos;Fontioso;2;8;4;3
Burgos;Grijalba;6;7;5;0
Burgos;Hurones;7;0;1;1
Burgos;Salinillas de Bureba;1;5;3;2
Burgos;Santibáñez del Val;3;3;2;1
Burgos;Sotragero;16;12;4;0
Burgos;Villoruebo;2;1;2;1
Burgos;Zazuar;21;7;11;2
Castellón/Castelló;Toga;11;9;6;4
Girona;Albons;37;20;21;22
Guadalajara;Cardoso de la Sierra (El);5;3;5;4
Guadalajara;Somolinos;2;1;0;1
Guadalajara;Torre del Burgo;5;4;1;3
Guadalajara;Valdegrudas;0;4;2;0
Huesca;Torres de Alcanadre;16;2;7;1
León;Maraña;18;18;4;7
Navarra;Oronz;0;6;3;1
Navarra;Romanzado;6;6;5;7
Palencia;Boadilla del Camino;0;12;1;4
Palencia;Reinoso de Cerrato;9;5;0;4
Salamanca;Gejuelo del Barro;3;2;1;3
Segovia;Sequera de Fresno;2;5;3;3
Soria;Nolay;4;10;1;1
Soria;Rebollar;2;1;1;2
Soria;Torrubia de Soria;1;9;3;3
Teruel;Parras de Castellote (Las);2;7;5;1
Valladolid;Villacarralón;6;3;2;4
Zamora;Vega de Villalobos;5;8;3;3
Zaragoza;Mianos;2;1;0;3
Alicante/Alacant;Famorca;1;1;1;1
Ávila;Mediana de Voltoya;11;4;0;2
Barcelona;Lluçà;1;8;14;7
Barcelona;Montclar;9;6;2;1
Burgos;Barrios de Colina;4;4;4;4
Burgos;Hontoria de Valdearados;8;15;6;7
Ciudad Real;Cañada de Calatrava;4;7;4;2
Cuenca;Hinojosa (La);22;5;11;14
Cuenca;Masegosa;9;5;2;0
Cuenca;Santa María del Val;5;1;5;4
Girona;Santa Llogaia d'Àlguema;4;1;6;7
Guadalajara;Peralveche;16;3;4;5
Guadalajara;Valdearenas;3;5;0;5
Lleida;Sant Guim de la Plana;2;11;6;2
Lleida;Tarrés;9;6;4;0
Salamanca;Bogajo;15;5;1;10
Salamanca;Puebla de Yeltes;2;0;7;6
Soria;Muriel Viejo;2;7;4;4
Teruel;Tramacastilla;0;13;0;4
Alicante/Alacant;Benillup;10;9;5;2
Ávila;Arevalillo;7;13;0;4
Ávila;Bernuy-Zapardiel;5;16;10;3
Ávila;Monsalupe;4;2;0;6
Burgos;Villegas;0;7;2;3
Castellón/Castelló;Castellnovo;90;66;38;50
Madrid;Prádena del Rincón;11;1;3;2
Málaga;Villanueva de Tapia;161;21;69;58
Navarra;Abáigar;10;5;0;4
Salamanca;Nava de Béjar;6;13;2;5
Segovia;Santiuste de Pedraza;10;4;0;5
Tarragona;Torre de Fontaubella (La);3;8;4;1
Toledo;Marrupe;9;10;2;4
Valladolid;Berrueces;6;3;5;2
Valladolid;Bustillo de Chaves;6;8;0;0
Ávila;San Miguel de Serrezuela;10;1;3;4
Burgos;Hontoria de la Cantera;5;10;3;6
Burgos;Santa María del Mercadillo;13;0;9;7
Burgos;Villayerno Morquillas;1;4;6;0
Cáceres;Casas de Miravete;8;3;0;6
Cuenca;Arguisuelas;12;2;6;2
Cuenca;Valdecolmenas (Los);11;6;6;4
Girona;Crespià;4;5;1;1
Guadalajara;Alarilla;2;4;2;1
Guadalajara;Cantalojas;10;6;7;0
Huesca;Torre la Ribera;1;10;5;0
Lleida;Estaràs;16;9;11;9
Rioja (La);Villalba de Rioja;16;4;5;7
Navarra;Sansol;0;1;6;0
Salamanca;Guadramiro;7;13;1;2
Cantabria;Tudanca;25;5;12;10
Segovia;Condado de Castilnovo;6;6;4;0
Segovia;Escarabajosa de Cabezas;33;16;14;2
Soria;Molinos de Duero;20;4;6;8
Teruel;Bañón;16;15;3;2
Teruel;Fuentes Calientes;2;1;8;1
Teruel;Pozuel del Campo;6;6;3;4
Valladolid;Piñel de Arriba;1;11;6;2
Zamora;Faramontanos de Tábara;5;11;20;8
Zamora;Fuente Encalada;7;10;0;0
Álava;Samaniego;14;24;1;6
Ávila;Muñotello;11;10;0;5
Barcelona;Tavertet;11;0;5;0
Burgos;Fuentecén;28;15;15;3
Cuenca;Santa Cruz de Moya;24;31;19;3
Guadalajara;Cendejas de Enmedio;12;2;7;3
Guipúzcoa;Beizama;14;0;7;2
Cantabria;San Roque de Riomiera;20;37;27;18
Soria;Villar del Río;16;4;3;3
Valencia/València;Algar de Palancia;2;20;6;4
Valladolid;Villán de Tordesillas;13;5;7;2
Zamora;Milles de la Polvorosa;18;1;2;0
Zamora;Tábara;93;1;38;7
Ávila;Gavilanes;23;2;15;15
Cuenca;Albendea;0;15;9;1
Salamanca;Zamarra;5;13;0;6
Tarragona;Prat de Comte;8;11;4;7
Zaragoza;Luesia;2;23;21;5
Albacete;Villatoya;0;9;3;9
Cuenca;Zarzuela;24;29;7;14
Zaragoza;Luceni;35;28;52;19
Alicante/Alacant;Gaianes;11;32;0;13
Cáceres;Cerezo;17;12;6;0
Jaén;Escañuela;28;82;4;33
Cantabria;Peñarrubia;10;14;6;14
Zaragoza;Cubel;22;13;2;9
Granada;Polícar;0;19;12;14
Girona;Saus;52;24;11;11
Guipúzcoa;Belauntza;26;12;1;13
Vizcaya;Kortezubi;20;4;2;14
Zamora;Rionegro del Puente;12;26;14;2
Tarragona;Salomó;15;5;19;17
Badajoz;Baterno;39;18;15;11
Badajoz;Entrín Bajo;6;60;22;34
Valencia/València;Llocnou de Sant Jeroni;38;28;9;1
Cáceres;Herguijuela;33;27;15;7
Córdoba;Zuheros;66;83;35;17
León;Santa Colomba de Curueño;10;65;27;23
Albacete;Liétor;111;134;71;26
Guadalajara;Torija;21;30;21;11
Salamanca;Valdecarros;3;0;2;4
Castellón/Castelló;Caudiel;37;30;4;10
Vizcaya;Arrieta;30;29;23;13
Jaén;Baños de la Encina;7;224;123;73
Girona;Vilamalla;64;66;11;19
Ávila;Muñana;54;37;12;23
Tarragona;Mas de Barberans;48;14;17;34
Granada;Trevélez;56;37;1;32
Navarra;Bertizarana;28;30;1;7
Vizcaya;Arrankudiaga;9;20;36;22
Cantabria;Campoo de Yuso;32;71;34;30
Girona;Vilajuïga;86;22;48;8
Ciudad Real;Retuerta del Bullaque;73;68;13;22
Valencia/València;Macastre;0;86;14;53
Santa Cruz de Tenerife;Puntagorda;127;65;82;38
Sevilla;Castilleja de Guzmán;47;138;55;29
Toledo;Yuncler;150;157;31;67
Badajoz;Aceuchal;172;280;222;248
Ourense;Taboadela;39;121;87;58
Guipúzcoa;Aia;30;120;34;44
Zaragoza;Gallur;198;173;89;86
Teruel;Calanda;104;275;122;63
Tarragona;Selva del Camp (La);238;326;22;63
Castellón/Castelló;Almenara;336;499;33;114
Toledo;Puebla de Montalbán (La);233;328;129;241
Alicante/Alacant;Guadalest;1;16;8;1
Barcelona;Gisclareny;0;0;2;0
Barcelona;Talamanca;6;6;1;3
Burgos;Bahabón de Esgueva;16;5;9;1
Burgos;Barbadillo del Pez;11;8;2;3
Burgos;Barrio de Muñó;4;0;1;0
Burgos;Carrias;3;0;2;0
Burgos;Junta de Traslaloma;21;7;10;9
Burgos;Llano de Bureba;1;3;4;3
Burgos;Reinoso;2;1;1;0
Burgos;Villamedianilla;1;4;0;0
Burgos;Villanueva de Carazo;1;3;1;1
Burgos;Villatuelda;3;2;3;4
Cuenca;Alcázar del Rey;11;22;7;6
Cuenca;Fuentelespino de Moya;15;8;8;6
Cuenca;Rada de Haro;5;6;1;0
Girona;Vajol (La);8;9;1;4
Guadalajara;Condemios de Abajo;0;2;2;2
Guadalajara;Chequilla;2;0;2;1
Guadalajara;Fuembellida;2;1;1;0
Guadalajara;Herrería;0;1;0;2
Guadalajara;Iniéstola;1;2;0;1
Guadalajara;Miñosa (La);6;0;3;1
Guadalajara;Rueda de la Sierra;5;5;0;4
Guadalajara;Tortuero;0;1;3;2
Guadalajara;Utande;1;3;1;1
